11092;8
11092;54410231808
11092;159743586304
11092;214153818112
11095;3866169344
11095;6
11095;71357292544
11095;142795026432
11095;214153818112
11096;3968573440
11096;13
11096;69236740096
11096;144916570112
11096;214153818112
10786;221249536
10786;1073384255488
10786;1073605505024
11151;19903815680
11151;2
11151;146479882240
11151;13715349504
11151;67897085952
11151;1059890151424
11151;214378213376
11151;1073605500928
