10336;3759697920
10336;0
10346;5361127424
10346;0
10347;10706399232
10347;0
10351;7891316736
10351;1
10351;467375579136
10351;132348022784
10351;599723601920
10336;48666611712
10336;191168512
10336;165487206400
10336;1073414275072
10336;214153818112
10336;1073605443584
10347;99517743104
10347;26772832256
10347;7487336448
10347;1045758869504
10347;107005079552
10347;1072531701760
10346;81100435456
10346;357937152
10346;25757540352
10346;107013095424
10346;106847793152
10346;107371032576
10393;6774534144
10393;3
10394;32569552896
10394;32
10393;66397384704
10393;8901652480
10393;40449241088
10393;98469380096
10393;106847793152
10393;107371032576
10394;96687972352
10394;61806288896
10394;117626920960
10394;990324375552
10394;214378213376
10394;1052130664448
10493;359875837952
10493;2
10493;140487061504
10493;159238250496
10493;299726303232
10494;331071504384
10494;0
10495;302611324928
10495;1
10496;296628322304
10496;1
10494;105134493696
10494;194591420416
10494;299726303232
10496;94482620416
10496;205243363328
10496;299726303232
10495;105417469952
10495;194306850816
10495;299726303232
10581;5766332416
10581;0
10583;137442930688
10583;30
10584;13968842752
10584;34
10585;3546087424
10585;1
10586;72077602816
10586;9
10587;90441011200
10587;0
10588;69992271872
10588;1
10589;28948688896
10589;0
10590;4829315072
10590;0
10591;15939862528
10591;2
10581;77187936256
10581;1258610753536
10581;1877940043776
10581;4448684736512
10581;136965881856
10581;1641428484096
10581;3490632695808
10581;1993629827072
10581;214153818112
10581;2900039237632
10581;5368572739584
10581;6442314563584
10583;64747347968
10583;16934786629632
10583;5934298824704
10583;1947812823040
10583;73019555840
10583;95718031360
10583;178371559424
10583;509088432128
10583;251074052096
10583;571089158144
10583;160466726912
10583;17113159761920
10583;6443387256832
10583;2198886875136
10583;644108713984
10584;97687527424
10584;10047004344320
10584;557150306304
10584;62779199488
10584;153405554688
10584;86958407680
10584;160466726912
10584;10200409899008
10584;644108713984
10585;43023601664
10585;142737408
10585;93819756544
10585;422774112256
10585;136843358208
10585;422916849664
10586;68201889792
10586;2934802219008
10586;68640784384
10586;1995682807808
10586;136843358208
10586;4930485026816
10587;72493113344
10587;5681546657792
10587;308009828352
10587;141660704768
10587;2908251553792
10587;1195092344832
10587;214153818112
10587;8589798211584
10587;1503102173184
10588;78115794944
10588;3047543078912
10588;4167307624448
10588;93086502912
10588;5618489753600
10588;2105353895936
10588;171203096576
10588;8666032832512
10588;6272662306816
10589;64879767552
10589;1288031371264
10589;51759284224
10589;107401158656
10589;320733184
10589;377600999424
10589;172276838400
10589;1288352759808
10589;429360349184
10590;54127480832
10590;37847826432
10590;160024391680
10590;284138340352
10590;214153818112
10590;321986166784
10591;57652006912
10591;1879422140416
10591;727102914560
10591;119998488576
10591;1878536814592
10591;561249058816
10591;177645547520
10591;3757958955008
10591;1288352759808
10586;5138112512000
10586;3451683274752
10586;8589798211584
10351;16456660013056
10351;1633633611776
10351;35878084608
10351;3863788208128
10351;16492538097664
10351;5497421819904
10784;11787395072
10784;16
10786;4822839296
10786;0
10790;4989054976
10790;17
10791;15904833536
10791;27
10803;6967332864
10803;0
10814;3374698496
10814;3
10818;10887131136
10818;0
10824;3200983040
10824;17
10825;5341077504
10825;23
10826;4436508672
10826;0
10829;5884149760
10829;0
10836;59327447040
10836;0
10838;5136740352
10838;18
10845;6270984192
10845;0
10848;3685072896
10848;0
10853;7713652736
10853;0
10867;17426493440
10867;1
10876;4134563840
10876;52
10890;3395170304
10890;16
10803;58210246656
10803;147113312256
10803;155943571456
10803;67498672128
10803;214153818112
10803;214611984384
10836;82627362816
10836;1889282883584
10836;903248846848
10836;131526455296
10836;268801802240
10836;1244098482176
10836;214153818112
10836;2158084685824
10836;2147347329024
10890;43314159616
10890;1713111040
10890;170838712320
10890;213033152512
10890;214153818112
10890;214746263552
10919;15358046208
10919;15
10867;56805085184
10867;619041718272
10867;157345693696
10867;454563266560
10867;214153818112
10867;1073605443584
10919;52356259840
10919;401048535040
10919;161793826816
10919;672579911680
10919;214153818112
10919;1073605443584
10825;37557084160
10825;7627173888
10825;176596733952
10825;529241636864
10825;214153818112
10825;536868810752
10923;20013449216
10923;0
10923;305974796288
10923;123520229376
10923;429493579776
10924;63713927168
10924;0
10925;6466260992
10925;0
10924;77492174848
10924;1847690395648
10924;63592108032
10924;407031054336
10924;141138325504
10924;2254721449984
10925;58290622464
10925;385551040512
10925;155862761472
10925;151182049280
10925;214153818112
10925;536734531584
10853;66337263616
10853;925645369344
10853;147815714816
10853;148094222336
10853;214153818112
10853;1073739722752
10927;33786073088
10927;70
10927;172038434816
10927;1511161348096
10927;2428990652416
10927;42110537728
10927;636320198656
10927;845785530368
10927;214153818112
10927;2147481546752
10927;3274776182784
10838;44306120704
10838;139164753920
10838;169853243392
10838;75581509632
10838;214153818112
10838;214746263552
10790;47894712320
10790;65762172928
10790;166258356224
10790;148984016896
10790;214153818112
10790;214746263552
10845;62381060096
10845;923614564352
10845;151771721728
10845;150125158400
10845;214153818112
10845;1073739722752
10784;96695296000
10784;1029319630848
10784;117457793024
10784;44419715072
10784;214153818112
10784;1073739722752
10826;56318636032
10826;31737417728
10826;157834842112
10826;183008845824
10826;214153818112
10826;214746263552
10791;71287078912
10791;1073680629760
10791;142865911808
10791;58822656
10791;214153818112
10791;1073739722752
10814;45097758720
10814;15102873600
10814;169054973952
10814;199643389952
10814;214153818112
10814;214746263552
10824;51626733568
10824;27664822272
10824;162526756864
10824;187081441280
10824;214153818112
10824;214746263552
10829;62840426496
10829;111643648000
10829;151313104896
10829;962096074752
10829;214153818112
10829;1073739722752
10818;67846598656
10818;195708694528
10818;146306424832
10818;878031028224
10818;214153818112
10818;1073739722752
10786;59584634880
10786;154568699904
10786;214153818112
10848;44826157056
10848;169335316480
10848;214153818112
10876;62337257472
10876;2773377024
10876;151826169856
10876;319347003392
10876;214153818112
10876;322120445952
10987;6808326144
10987;17
10987;55816704000
10987;1397867347968
10987;158332665856
10987;965232427008
10987;214153818112
10987;2363168325632
10992;4766740480
10992;0
10995;4962799616
10995;0
10992;60179697664
10992;3533053558784
10992;496820027392
10992;153973161984
10992;549175427072
10992;39914504192
10992;214153818112
10992;4082228985856
10992;536734531584
10995;147877371904
10995;66275328000
10995;214153818112
11003;21203353600
11003;19
11003;196997844992
11003;1437983916032
11003;17155801088
11003;172625358848
11003;214153818112
11003;1610609586176
11007;7141220352
11007;3
11008;4232392704
11008;2
11007;42576257024
11007;171575046144
11007;214153818112
11008;60694196224
11008;780222464
11008;167911424
11008;153458589696
11008;106591858688
11008;536700899328
11008;214153818112
11008;107372081152
11008;536868810752
11007;46494023680
11007;490240569344
11007;536734593024
11048;33738649600
11048;2
11048;50719223808
11048;163434291200
11048;214153818112
11048;651975491584
11048;421615079424
11048;1073605505024
11058;12986216448
11058;5
11058;131165368320
11058;37890244608
11058;169055612928
11059;4787228672
11059;0
11059;37492375552
11059;63473713152
11059;176661442560
11059;473260879872
11059;214153818112
11059;536734593024
11086;21337100288
11086;13
11086;182205014016
11086;1940226052096
11086;623895642112
11086;31756091392
11086;207120814080
11086;2095754969088
11086;214153818112
11086;2147347329024
11086;2719650611200
11092;3409776640
